EmployeeID,Year,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition,retirementType,resignationReason,YearRT,Month
1653,2015,34,Travel_Frequently,Sales,17,1,Marketing,1,Male,1,Research Director,Divorced,20010,9,Y,22,8,1,11,5,3,0,2,2,1,3,4,4,1,Resignation,Salary,2016.0,5.0
1656,2015,22,Travel_Frequently,Research & Development,7,3,Medical,1,Female,2,Laboratory Technician,Single,37850,5,Y,13,8,2,4,2,2,1,2,3,3,3,3,3,1,Resignation,Salary,2016.0,10.0
1666,2015,26,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Female,2,Laboratory Technician,Divorced,59930,0,Y,12,8,0,8,3,7,1,0,2,3,2,3,3,1,Resignation,Salary,2016.0,9.0
1670,2015,18,Travel_Frequently,Research & Development,2,3,Technical Degree,1,Male,1,Sales Executive,Single,34680,1,Y,18,8,2,0,4,0,0,0,2,2,3,4,3,1,Resignation,Others,2016.0,10.0
1676,2015,26,Travel_Rarely,Sales,1,3,Marketing,1,Female,2,Manufacturing Director,Single,24260,1,Y,22,8,0,1,3,1,0,0,3,4,1,1,4,1,Resignation,Others,2016.0,9.0
1682,2015,32,Non-Travel,Research & Development,7,2,Life Sciences,1,Female,2,Research Director,Married,32980,8,Y,22,8,0,6,4,4,1,2,4,3,3,2,4,1,Resignation,Salary,2016.0,11.0
1692,2015,24,Travel_Frequently,Research & Development,2,3,Medical,1,Male,2,Research Scientist,Married,39190,1,Y,21,8,0,6,3,6,1,2,1,3,3,3,4,1,Fired,Not Applicable,2016.0,8.0
1693,2015,30,Travel_Frequently,Research & Development,9,3,Other,1,Male,2,Healthcare Representative,Married,68250,1,Y,14,8,0,1,2,1,0,0,2,1,4,3,3,1,Resignation,Others,2016.0,10.0
1695,2015,31,Travel_Rarely,Research & Development,9,1,Medical,1,Female,1,Sales Representative,Divorced,189470,2,Y,12,8,2,9,2,3,1,2,2,1,1,2,3,1,Resignation,Stress,2016.0,1.0
1708,2015,27,Travel_Rarely,Sales,27,3,Life Sciences,1,Male,2,Research Scientist,Divorced,22930,0,Y,18,8,0,5,0,4,0,2,3,1,3,3,3,1,Resignation,Others,2016.0,5.0
1717,2015,45,Travel_Frequently,Research & Development,19,4,Life Sciences,1,Male,3,Research Director,Married,34410,2,Y,13,8,1,5,5,1,0,0,1,1,3,3,3,1,Fired,Not Applicable,2016.0,2.0
1726,2015,20,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,5,Sales Representative,Single,61620,1,Y,12,8,3,1,2,1,1,1,4,3,3,2,3,1,Resignation,Others,2016.0,5.0
1727,2015,33,Travel_Frequently,Research & Development,15,4,Medical,1,Female,1,Laboratory Technician,Single,24060,1,Y,11,8,0,10,3,10,9,7,1,1,3,3,3,1,Resignation,Others,2016.0,3.0
1738,2015,24,Travel_Rarely,Research & Development,17,2,Life Sciences,1,Female,1,Healthcare Representative,Single,25010,9,Y,12,8,0,4,3,2,2,0,1,3,3,1,3,1,Resignation,Others,2016.0,11.0
1741,2015,50,Travel_Frequently,Research & Development,4,2,Medical,1,Male,4,Sales Representative,Married,44240,3,Y,14,8,1,18,2,4,1,3,2,3,3,2,3,1,Resignation,Others,2016.0,8.0
1753,2015,28,Travel_Rarely,Sales,2,4,Life Sciences,1,Male,3,Research Scientist,Single,20750,7,Y,18,8,3,10,0,7,3,7,1,2,3,2,3,1,Resignation,Stress,2016.0,5.0
1760,2015,42,Travel_Frequently,Research & Development,10,1,Life Sciences,1,Female,1,Sales Executive,Divorced,50100,6,Y,21,8,3,7,3,2,2,2,3,3,3,3,4,1,Resignation,Others,2016.0,9.0
1775,2015,33,Travel_Rarely,Research & Development,1,2,Medical,1,Male,3,Laboratory Technician,Single,28710,1,Y,17,8,3,10,2,10,7,8,4,4,2,3,3,1,Resignation,Stress,2016.0,1.0
1779,2015,47,Travel_Frequently,Research & Development,4,3,Life Sciences,1,Male,1,Research Director,Single,27740,4,Y,13,8,1,8,2,5,1,3,2,3,3,3,3,1,Resignation,Others,2016.0,12.0
1781,2015,55,Travel_Rarely,Human Resources,7,3,Human Resources,1,Male,4,Laboratory Technician,Married,74280,5,Y,12,8,0,24,2,5,1,4,4,1,3,3,3,1,Resignation,Others,2016.0,5.0
1786,2015,26,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,2,Laboratory Technician,Single,26130,6,Y,19,8,1,6,2,4,1,2,4,1,3,3,3,1,Resignation,Others,2016.0,7.0
1798,2015,23,Travel_Rarely,Sales,2,3,Medical,1,Female,4,Manufacturing Director,Married,45590,1,Y,18,8,1,1,2,0,0,0,3,1,3,2,3,1,Resignation,Salary,2016.0,11.0
1802,2015,29,Travel_Rarely,Sales,2,4,Marketing,1,Female,4,Research Scientist,Married,106500,1,Y,13,8,2,1,2,1,0,0,2,1,3,4,3,1,Resignation,Others,2016.0,3.0
1804,2015,33,Travel_Rarely,Research & Development,23,5,Life Sciences,1,Male,1,Human Resources,Single,86390,5,Y,16,8,2,6,3,3,0,2,1,1,3,2,3,1,Fired,Not Applicable,2016.0,7.0
1808,2015,58,Travel_Rarely,Research & Development,24,3,Other,1,Female,2,Research Scientist,Single,43170,7,Y,17,8,0,40,2,31,13,8,4,2,3,3,3,1,Resignation,Others,2016.0,4.0
1811,2015,28,Travel_Rarely,Research & Development,19,4,Medical,1,Female,2,Sales Executive,Single,32040,6,Y,16,8,1,5,4,2,2,1,3,3,2,2,3,1,Resignation,Others,2016.0,2.0
1820,2015,49,Travel_Rarely,Sales,7,2,Life Sciences,1,Female,2,Healthcare Representative,Married,89980,1,Y,14,8,2,9,2,9,7,7,3,4,4,4,3,1,Resignation,Others,2016.0,11.0
1821,2015,55,Travel_Rarely,Human Resources,16,3,Technical Degree,1,Male,4,Manufacturing Director,Single,43190,4,Y,11,8,0,12,3,9,7,3,3,4,2,4,3,1,Resignation,Stress,2016.0,12.0
1827,2015,26,Travel_Frequently,Research & Development,22,4,Other,1,Female,1,Sales Executive,Married,20240,1,Y,23,8,0,8,2,8,1,7,3,3,3,3,4,1,Resignation,Stress,2016.0,7.0
1849,2015,35,Travel_Frequently,Sales,8,2,Marketing,1,Female,1,Laboratory Technician,Divorced,36900,1,Y,13,8,1,10,2,10,7,8,4,2,3,4,3,1,Resignation,Stress,2016.0,10.0
1858,2015,29,Travel_Rarely,Sales,3,3,Marketing,1,Male,3,Laboratory Technician,Divorced,59160,6,Y,12,8,0,5,2,3,0,2,2,3,3,3,3,1,Resignation,Others,2016.0,11.0
1869,2015,32,Travel_Rarely,Research & Development,9,1,Medical,1,Female,1,Laboratory Technician,Single,27410,1,Y,15,8,1,1,5,1,0,1,1,4,1,2,3,1,Fired,Not Applicable,2016.0,5.0
1873,2015,58,Travel_Frequently,Sales,9,2,Technical Degree,1,Male,1,Sales Executive,Divorced,21530,9,Y,11,8,0,3,3,1,0,0,4,4,2,3,3,1,Resignation,Stress,2016.0,6.0
1875,2015,20,Travel_Rarely,Research & Development,11,3,Medical,1,Male,2,Sales Executive,Single,93960,1,Y,12,8,0,2,6,2,0,2,3,3,2,1,3,1,Resignation,Others,2016.0,2.0
1876,2015,21,Travel_Rarely,Research & Development,1,3,Medical,1,Male,2,Sales Executive,Single,104000,1,Y,13,8,1,1,2,1,0,0,4,4,2,3,3,1,Fired,Not Applicable,2016.0,3.0
1879,2015,22,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Female,1,Laboratory Technician,Married,124900,0,Y,13,8,0,4,3,3,0,2,2,3,4,3,3,1,Resignation,Stress,2016.0,3.0
1880,2015,41,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,2,Sales Executive,Divorced,26570,4,Y,11,8,0,10,3,7,1,0,2,4,2,4,3,1,Resignation,Others,2016.0,5.0
1882,2015,39,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Female,4,Human Resources,Married,66960,7,Y,11,8,0,8,3,2,2,2,4,1,1,3,3,1,Resignation,Stress,2016.0,4.0
1896,2015,25,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Male,1,Sales Executive,Married,32120,1,Y,15,8,1,1,3,1,0,0,3,2,3,2,3,1,Resignation,Others,2016.0,6.0
1901,2015,19,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Male,2,Research Scientist,Single,160640,1,Y,15,8,1,1,3,1,0,0,4,2,4,3,3,1,Resignation,Others,2016.0,3.0
1902,2015,20,Travel_Rarely,Research & Development,29,3,Life Sciences,1,Female,3,Laboratory Technician,Single,27070,1,Y,11,8,0,1,2,1,0,0,1,1,3,3,3,1,Resignation,Others,2016.0,4.0
1906,2015,36,Travel_Rarely,Research & Development,10,3,Medical,1,Male,3,Sales Executive,Married,22320,1,Y,12,8,1,16,2,16,3,7,3,4,3,3,3,1,Resignation,Salary,2016.0,5.0
1908,2015,37,Travel_Rarely,Sales,10,4,Marketing,1,Female,3,Human Resources,Married,30720,5,Y,14,8,0,17,3,14,11,7,1,3,1,2,3,1,Resignation,Salary,2016.0,10.0
1913,2015,58,Travel_Rarely,Sales,9,2,Medical,1,Female,4,Sales Executive,Single,59570,4,Y,14,8,1,7,2,1,0,0,4,3,3,1,3,1,Resignation,Salary,2016.0,12.0
1919,2015,40,Non-Travel,Research & Development,2,4,Life Sciences,1,Male,1,Human Resources,Single,65450,4,Y,15,8,0,22,2,1,0,0,2,2,2,3,3,1,Resignation,Stress,2016.0,7.0
1922,2015,31,Non-Travel,Research & Development,28,4,Medical,1,Male,2,Research Scientist,Single,25930,0,Y,21,8,0,4,2,3,1,2,3,1,3,3,4,1,Resignation,Stress,2016.0,5.0
1924,2015,29,Travel_Rarely,Human Resources,3,5,Life Sciences,1,Male,1,Sales Executive,Single,27230,6,Y,11,8,1,3,2,0,0,0,4,1,3,2,3,1,Resignation,Stress,2016.0,11.0
1933,2015,30,Travel_Rarely,Sales,2,3,Life Sciences,1,Male,2,Healthcare Representative,Married,40000,4,Y,12,8,0,7,5,5,0,1,1,3,3,2,3,1,Resignation,Salary,2016.0,8.0
1938,2015,35,Travel_Rarely,Sales,24,3,Medical,1,Male,3,Healthcare Representative,Divorced,20700,1,Y,13,8,3,5,1,4,0,2,3,2,1,2,3,1,Resignation,Others,2016.0,2.0
1944,2015,20,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Female,2,Research Scientist,Single,63970,1,Y,17,8,1,1,3,1,0,0,4,1,3,3,3,1,Resignation,Others,2016.0,6.0
1945,2015,30,Travel_Frequently,Research & Development,8,4,Medical,1,Male,1,Sales Executive,Single,191440,0,Y,11,8,0,4,3,3,1,2,2,2,3,3,3,1,Resignation,Stress,2016.0,4.0
1957,2015,37,Travel_Rarely,Sales,15,3,Marketing,1,Male,2,Laboratory Technician,Married,44850,5,Y,11,8,1,15,2,1,0,0,1,2,1,4,3,1,Resignation,Others,2016.0,5.0
1961,2015,26,Non-Travel,Research & Development,21,1,Life Sciences,1,Female,1,Manufacturing Director,Single,135250,8,Y,17,8,1,7,4,2,2,2,2,1,3,2,3,1,Resignation,Others,2016.0,10.0
1962,2015,52,Travel_Rarely,Research & Development,5,4,Medical,1,Female,4,Human Resources,Married,14200,1,Y,13,8,1,33,2,32,6,9,1,4,3,4,3,1,Resignation,Others,2016.0,6.0
1965,2015,36,Travel_Rarely,Sales,2,4,Technical Degree,1,Male,4,Sales Executive,Single,54820,1,Y,18,8,0,18,3,17,15,14,3,1,3,3,3,1,Resignation,Salary,2016.0,1.0
1974,2015,36,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Female,1,Research Scientist,Divorced,56600,7,Y,12,8,0,9,3,1,0,0,1,3,2,3,3,1,Fired,Not Applicable,2016.0,6.0
1975,2015,26,Travel_Frequently,Sales,2,3,Life Sciences,1,Male,2,Research Scientist,Married,48210,6,Y,14,8,2,6,2,3,1,2,1,1,3,3,3,1,Resignation,Stress,2016.0,1.0
1989,2015,20,Travel_Frequently,Sales,8,3,Marketing,1,Male,3,Sales Executive,Single,34640,1,Y,20,8,0,2,3,2,0,2,4,4,3,2,4,1,Resignation,Salary,2016.0,10.0
1990,2015,21,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,1,Manager,Single,57750,1,Y,18,8,0,1,2,1,1,0,3,1,2,3,3,1,Resignation,Others,2016.0,11.0
1992,2015,51,Travel_Rarely,Sales,23,3,Medical,1,Female,2,Research Scientist,Married,192720,9,Y,20,8,0,18,2,10,2,7,1,3,4,3,4,1,Resignation,Others,2016.0,5.0
1993,2015,28,Non-Travel,Research & Development,19,4,Life Sciences,1,Female,4,Laboratory Technician,Single,52380,1,Y,17,8,1,10,4,10,1,9,2,1,2,2,3,1,Resignation,Others,2016.0,10.0
2002,2015,44,Travel_Rarely,Research & Development,18,4,Life Sciences,1,Female,2,Sales Executive,Married,21190,9,Y,15,8,0,24,3,20,3,6,2,1,3,3,3,1,Resignation,Stress,2016.0,4.0
2004,2015,35,Travel_Rarely,Sales,7,4,Life Sciences,1,Male,3,Sales Representative,Single,61180,0,Y,21,8,1,9,3,8,4,7,4,1,3,2,4,1,Fired,Not Applicable,2016.0,8.0
2005,2015,33,Travel_Frequently,Research & Development,1,2,Life Sciences,1,Female,1,Sales Executive,Single,62140,1,Y,19,8,2,14,3,13,3,8,1,3,3,3,3,1,Resignation,Salary,2016.0,12.0
2009,2015,25,Travel_Rarely,Human Resources,25,4,Human Resources,1,Female,2,Research Scientist,Married,82680,1,Y,12,8,0,7,3,7,5,6,4,4,4,2,3,1,Resignation,Salary,2016.0,6.0
2010,2015,26,Travel_Rarely,Sales,8,2,Marketing,1,Male,2,Sales Executive,Divorced,80950,1,Y,15,8,0,1,3,1,0,0,1,3,2,4,3,1,Resignation,Salary,2016.0,3.0
2011,2015,33,Travel_Rarely,Research & Development,8,2,Life Sciences,1,Male,4,Manufacturing Director,Single,29040,4,Y,13,8,0,5,2,2,2,2,1,2,3,3,3,1,Resignation,Salary,2016.0,9.0
2013,2015,28,Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,2,Manager,Divorced,29760,1,Y,14,8,0,1,3,1,0,0,1,2,3,3,3,1,Resignation,Others,2016.0,11.0
2014,2015,50,Travel_Frequently,Research & Development,1,4,Medical,1,Male,2,Research Scientist,Single,159920,3,Y,14,8,0,5,3,0,0,0,4,3,3,3,3,1,Resignation,Salary,2016.0,2.0
2026,2015,39,Travel_Frequently,Sales,1,3,Marketing,1,Male,2,Healthcare Representative,Divorced,67550,7,Y,14,8,1,21,2,18,11,5,1,4,3,3,3,1,Resignation,Stress,2016.0,5.0
2041,2015,18,Non-Travel,Research & Development,2,4,Medical,1,Male,3,Laboratory Technician,Single,109650,1,Y,18,8,0,0,5,0,0,0,3,3,3,4,3,1,Resignation,Stress,2016.0,8.0
2042,2015,33,Travel_Rarely,Research & Development,3,2,Life Sciences,1,Male,1,Sales Executive,Single,49360,0,Y,14,8,0,6,2,5,0,3,1,1,3,2,3,1,Resignation,Others,2016.0,5.0
2044,2015,31,Travel_Frequently,Sales,10,3,Technical Degree,1,Female,1,Research Director,Married,53040,1,Y,17,8,0,2,3,2,2,2,3,3,2,4,3,1,Resignation,Stress,2016.0,9.0
2049,2015,29,Travel_Rarely,Research & Development,6,3,Life Sciences,1,Male,1,Sales Executive,Married,22440,1,Y,12,8,3,11,5,11,3,10,4,1,1,1,3,1,Resignation,Stress,2016.0,1.0
2051,2015,42,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,1,Laboratory Technician,Single,22850,0,Y,16,8,0,22,3,21,13,14,3,1,2,1,3,1,Resignation,Stress,2016.0,8.0
2055,2015,28,Travel_Rarely,Research & Development,15,4,Life Sciences,1,Male,2,Sales Executive,Married,41970,1,Y,13,8,0,1,3,1,0,0,3,4,2,1,3,1,Fired,Not Applicable,2016.0,6.0
2062,2015,43,Travel_Rarely,Sales,5,3,Marketing,1,Female,3,Research Scientist,Single,45220,8,Y,15,8,1,7,3,4,1,3,1,3,2,3,3,1,Resignation,Others,2016.0,2.0
2070,2015,44,Travel_Rarely,Human Resources,6,2,Human Resources,1,Male,3,Sales Executive,Single,45580,1,Y,13,8,1,6,2,6,0,2,3,3,3,1,3,1,Resignation,Others,2016.0,6.0
2073,2015,22,Travel_Frequently,Research & Development,22,4,Medical,1,Male,1,Sales Representative,Married,26540,0,Y,24,8,0,1,5,0,0,0,3,4,3,2,4,1,Resignation,Others,2016.0,9.0
2077,2015,41,Non-Travel,Research & Development,12,3,Life Sciences,1,Male,2,Sales Representative,Divorced,195660,6,Y,16,8,0,5,2,1,0,0,1,1,1,4,3,1,Resignation,Others,2016.0,8.0
2084,2015,24,Travel_Rarely,Human Resources,28,4,Human Resources,1,Male,3,Manufacturing Director,Married,28860,1,Y,19,8,1,1,5,1,0,0,4,2,1,3,3,1,Resignation,Others,2016.0,9.0
2105,2015,19,Non-Travel,Sales,2,2,Other,1,Male,3,Healthcare Representative,Single,98240,1,Y,18,8,0,1,2,1,0,0,1,2,4,3,3,1,Resignation,Salary,2016.0,5.0
2124,2015,25,Travel_Frequently,Research & Development,1,1,Life Sciences,1,Male,1,Manufacturing Director,Single,109320,1,Y,11,8,1,1,3,1,1,0,3,4,3,3,3,1,Fired,Not Applicable,2016.0,11.0
2126,2015,45,Travel_Rarely,Human Resources,12,3,Human Resources,1,Male,2,Laboratory Technician,Single,43060,2,Y,11,8,2,26,3,24,1,11,1,2,3,3,3,1,Resignation,Salary,2016.0,7.0
2128,2015,21,Travel_Frequently,Research & Development,20,2,Medical,1,Female,4,Research Scientist,Single,53370,1,Y,14,8,1,2,2,2,2,2,1,3,1,3,3,1,Resignation,Salary,2016.0,9.0
2141,2015,44,Travel_Rarely,Research & Development,21,4,Life Sciences,1,Female,2,Laboratory Technician,Married,62720,1,Y,19,8,1,10,3,10,0,5,1,4,3,3,3,1,Resignation,Others,2016.0,9.0
2145,2015,29,Travel_Rarely,Research & Development,29,4,Technical Degree,1,Female,1,Sales Representative,Divorced,28860,3,Y,13,8,0,10,4,7,7,7,2,3,3,3,3,1,Resignation,Stress,2016.0,3.0
2152,2015,32,Travel_Rarely,Research & Development,5,3,Technical Degree,1,Female,1,Sales Executive,Married,96020,1,Y,13,8,1,10,3,10,1,1,4,3,3,3,3,1,Resignation,Salary,2016.0,7.0
2153,2015,39,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,2,Laboratory Technician,Single,28360,0,Y,20,8,0,6,3,5,0,3,3,1,3,2,4,1,Resignation,Others,2016.0,12.0
2159,2015,40,Travel_Rarely,Sales,8,1,Other,1,Male,1,Laboratory Technician,Single,59850,2,Y,13,8,3,9,1,5,1,0,4,2,3,2,3,1,Resignation,Salary,2016.0,5.0
2160,2015,52,Travel_Rarely,Research & Development,3,2,Technical Degree,1,Male,3,Laboratory Technician,Single,25790,9,Y,19,8,1,10,1,8,7,7,2,2,2,3,3,1,Resignation,Others,2016.0,5.0
2165,2015,31,Travel_Frequently,Research & Development,3,1,Life Sciences,1,Male,1,Sales Executive,Single,71040,1,Y,14,8,1,3,3,3,2,2,4,2,4,3,3,1,Resignation,Salary,2016.0,10.0
2166,2015,44,Travel_Rarely,Sales,5,3,Life Sciences,1,Male,1,Laboratory Technician,Married,63220,4,Y,11,8,1,10,2,3,1,2,1,1,4,3,3,1,Resignation,Others,2016.0,8.0
2179,2015,58,Travel_Rarely,Sales,1,4,Technical Degree,1,Male,2,Sales Executive,Married,10090,7,Y,13,8,2,31,3,10,5,9,3,1,2,4,3,1,Resignation,Others,2016.0,10.0
2188,2015,55,Travel_Rarely,Research & Development,19,3,Technical Degree,1,Male,1,Human Resources,Single,46800,6,Y,14,8,3,24,0,19,3,8,1,3,2,4,3,1,Resignation,Stress,2016.0,3.0
2193,2015,31,Travel_Frequently,Research & Development,2,2,Medical,1,Female,2,Manufacturing Director,Single,53960,7,Y,17,8,1,3,2,1,0,0,3,4,4,1,3,1,Resignation,Others,2016.0,7.0
2194,2015,35,Travel_Frequently,Research & Development,1,2,Medical,1,Male,1,Manufacturing Director,Married,67960,0,Y,13,8,0,5,2,4,3,2,4,3,2,3,3,1,Fired,Not Applicable,2016.0,7.0
2198,2015,31,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,2,Sales Executive,Married,49600,1,Y,15,8,0,10,3,10,6,7,4,3,2,2,3,1,Resignation,Others,2016.0,4.0
2210,2015,27,Travel_Rarely,Research & Development,2,5,Life Sciences,1,Female,1,Research Scientist,Single,137700,1,Y,18,8,1,8,3,8,7,7,4,3,3,4,3,1,Fired,Not Applicable,2016.0,6.0
2219,2015,49,Travel_Frequently,Sales,6,5,Medical,1,Female,2,Healthcare Representative,Single,23420,3,Y,18,8,0,20,2,4,1,3,1,1,3,3,3,1,Resignation,Stress,2016.0,7.0
2220,2015,29,Travel_Frequently,Sales,3,2,Marketing,1,Female,2,Laboratory Technician,Single,68110,0,Y,15,8,1,9,2,8,7,7,3,4,3,3,3,1,Resignation,Others,2016.0,7.0
2225,2015,31,Travel_Frequently,Sales,4,3,Life Sciences,1,Male,2,Manager,Single,30570,1,Y,19,8,0,1,3,1,0,0,2,3,3,3,3,1,Fired,Not Applicable,2016.0,7.0
2229,2015,31,Travel_Rarely,Sales,20,3,Technical Degree,1,Male,1,Research Scientist,Single,61800,1,Y,14,8,1,1,2,1,0,0,1,2,4,1,3,1,Resignation,Others,2016.0,4.0
2234,2015,25,Travel_Rarely,Sales,16,4,Life Sciences,1,Male,2,Research Scientist,Married,198590,3,Y,19,8,0,6,3,3,2,2,1,1,3,2,3,1,Fired,Not Applicable,2016.0,5.0
2244,2015,46,Travel_Rarely,Research & Development,18,1,Medical,1,Male,1,Manufacturing Director,Divorced,59800,4,Y,11,8,1,28,2,7,4,3,1,4,4,3,3,1,Resignation,Others,2016.0,2.0
2245,2015,39,Non-Travel,Research & Development,2,4,Medical,1,Male,2,Manufacturing Director,Single,43810,2,Y,15,8,2,11,1,1,0,0,1,1,4,2,3,1,Resignation,Salary,2016.0,7.0
2246,2015,31,Travel_Frequently,Sales,2,3,Medical,1,Male,2,Sales Executive,Single,25720,1,Y,13,8,3,10,3,10,4,7,3,2,3,3,3,1,Resignation,Stress,2016.0,9.0
2249,2015,31,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,1,Laboratory Technician,Married,65000,6,Y,23,8,1,7,5,2,2,2,2,4,1,3,4,1,Resignation,Others,2016.0,3.0
2252,2015,34,Travel_Rarely,Research & Development,7,4,Medical,1,Male,2,Research Scientist,Married,26940,1,Y,16,8,1,2,3,2,2,2,1,3,3,3,3,1,Resignation,Others,2016.0,4.0
2269,2015,28,Travel_Frequently,Research & Development,2,3,Medical,1,Male,1,Research Scientist,Married,22740,3,Y,20,8,1,5,5,3,1,2,1,3,4,3,4,1,Resignation,Others,2016.0,7.0
2270,2015,29,Travel_Frequently,Research & Development,28,3,Medical,1,Female,5,Research Scientist,Single,44340,5,Y,17,8,3,7,1,5,0,0,1,2,1,3,3,1,Resignation,Stress,2016.0,9.0
2271,2015,34,Travel_Rarely,Research & Development,7,1,Medical,1,Male,1,Research Scientist,Single,62880,0,Y,15,8,1,16,2,15,10,10,1,2,4,3,3,1,Fired,Not Applicable,2016.0,11.0
2273,2015,24,Travel_Frequently,Sales,3,3,Life Sciences,1,Male,2,Research Scientist,Single,76540,2,Y,17,8,1,4,3,0,0,0,2,1,2,2,3,1,Fired,Not Applicable,2016.0,5.0
2281,2015,28,Travel_Frequently,Sales,1,3,Marketing,1,Male,2,Laboratory Technician,Single,17060,7,Y,12,8,0,8,3,0,0,0,3,1,2,3,3,1,Resignation,Stress,2016.0,10.0
2290,2015,29,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Female,2,Research Scientist,Single,109340,6,Y,17,8,2,11,2,9,0,7,1,1,1,3,3,1,Resignation,Stress,2016.0,5.0
2296,2015,40,Travel_Rarely,Research & Development,2,3,Medical,1,Male,2,Research Director,Single,47750,3,Y,15,8,1,15,3,5,1,0,4,1,1,4,3,1,Resignation,Others,2016.0,10.0
2298,2015,31,Travel_Frequently,Research & Development,29,3,Life Sciences,1,Female,2,Healthcare Representative,Single,25150,1,Y,14,8,0,7,3,7,7,7,4,3,1,2,3,1,Resignation,Salary,2016.0,5.0
2319,2015,30,Travel_Rarely,Research & Development,1,3,Other,1,Male,3,Sales Executive,Married,179240,1,Y,13,8,2,10,2,10,6,7,2,1,3,3,3,1,Resignation,Stress,2016.0,1.0
2323,2015,35,Travel_Rarely,Research & Development,2,3,Medical,1,Female,1,Research Scientist,Divorced,25320,1,Y,13,8,0,1,2,1,0,0,1,1,3,1,3,1,Resignation,Stress,2016.0,5.0
2324,2015,53,Travel_Rarely,Research & Development,19,3,Life Sciences,1,Male,2,Manager,Married,25590,0,Y,25,8,0,34,2,33,1,9,3,4,3,3,4,1,Resignation,Others,2016.0,9.0
2325,2015,38,Travel_Rarely,Research & Development,2,3,Medical,1,Female,3,Sales Executive,Married,49080,4,Y,19,8,1,7,3,5,1,4,3,2,3,2,3,1,Resignation,Salary,2016.0,3.0
2349,2015,28,Travel_Rarely,Human Resources,1,3,Medical,1,Female,2,Laboratory Technician,Married,24130,1,Y,16,8,1,1,2,1,0,0,3,2,3,3,3,1,Resignation,Others,2016.0,1.0
2366,2015,18,Travel_Frequently,Research & Development,3,5,Medical,1,Male,1,Research Director,Single,24790,2,Y,12,8,1,0,2,0,0,0,2,4,4,2,3,1,Resignation,Others,2016.0,4.0
2375,2015,35,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,Healthcare Representative,Married,23210,9,Y,12,8,1,15,0,13,6,0,4,1,3,3,3,1,Resignation,Others,2016.0,2.0
2380,2015,35,Travel_Rarely,Research & Development,9,3,Life Sciences,1,Male,2,Manager,Divorced,173990,6,Y,12,8,0,7,3,2,2,2,3,4,2,1,3,1,Resignation,Salary,2016.0,2.0
2384,2015,40,Travel_Rarely,Sales,16,4,Marketing,1,Male,1,Research Director,Single,36330,3,Y,16,8,2,10,0,4,0,3,1,1,1,3,3,1,Resignation,Others,2016.0,1.0
2399,2015,35,Travel_Frequently,Research & Development,17,4,Medical,1,Male,1,Research Director,Single,54720,3,Y,11,8,1,13,3,11,6,7,4,4,4,2,3,1,Resignation,Stress,2016.0,1.0
2414,2015,23,Travel_Rarely,Human Resources,6,3,Life Sciences,1,Female,3,Laboratory Technician,Single,49690,1,Y,12,8,0,5,3,5,1,2,4,3,3,3,3,1,Resignation,Salary,2016.0,11.0
2417,2015,48,Travel_Frequently,Sales,10,2,Marketing,1,Male,1,Healthcare Representative,Married,63470,2,Y,12,8,1,19,3,9,7,7,4,3,3,1,3,1,Resignation,Others,2016.0,3.0
2418,2015,32,Travel_Rarely,Sales,1,3,Life Sciences,1,Male,2,Research Scientist,Single,27430,1,Y,19,8,1,1,2,1,0,0,4,2,3,3,3,1,Resignation,Stress,2016.0,6.0
2426,2015,23,Travel_Rarely,Research & Development,12,2,Medical,1,Male,2,Research Scientist,Divorced,75250,1,Y,14,8,2,3,2,3,0,2,3,4,3,3,3,1,Resignation,Salary,2016.0,11.0
2435,2015,24,Travel_Rarely,Sales,6,2,Medical,1,Female,2,Manager,Married,20070,1,Y,12,8,0,1,2,1,0,0,4,3,3,2,3,1,Resignation,Salary,2016.0,8.0
2436,2015,47,Travel_Frequently,Research & Development,1,3,Medical,1,Female,2,Sales Executive,Married,196270,7,Y,11,8,2,25,1,23,14,10,3,3,1,3,3,1,Resignation,Salary,2016.0,5.0
